job_title,required_skills,experience,min_experience,max_experience,skills_list
Frontend Developer,"JavaScript, React, HTML/CSS, performance, me",4-5 years,4,5,"['javascript', 'react', 'html/css', 'performance', 'me']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, hand, writer",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'hand', 'writer']"
Frontend Developer,"JavaScript, React, HTML/CSS, parent, marriage",3-10 years,3,10,"['javascript', 'react', 'html/css', 'parent', 'marriage']"
DevOps Engineer,"AWS, Docker, Kubernetes, real, six",0-4 years,0,4,"['aws', 'docker', 'kubernetes', 'real', 'six']"
Frontend Developer,"JavaScript, React, HTML/CSS, least, weight",3-6 years,3,6,"['javascript', 'react', 'html/css', 'least', 'weight']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, only, part",1-9 years,1,9,"['python', 'sql', 'machine learning', 'pandas', 'only', 'part']"
Frontend Developer,"JavaScript, React, HTML/CSS, card, everybody",1-3 years,1,3,"['javascript', 'react', 'html/css', 'card', 'everybody']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, attorney, western",1-8 years,1,8,"['python', 'sql', 'machine learning', 'pandas', 'attorney', 'western']"
DevOps Engineer,"AWS, Docker, Kubernetes, rich, seven",2-5 years,2,5,"['aws', 'docker', 'kubernetes', 'rich', 'seven']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, question, serious",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'question', 'serious']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, mean, design",5-3 years,5,3,"['python', 'sql', 'machine learning', 'pandas', 'mean', 'design']"
DevOps Engineer,"AWS, Docker, Kubernetes, base, word",3-3 years,3,3,"['aws', 'docker', 'kubernetes', 'base', 'word']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, style, mention",1-6 years,1,6,"['python', 'sql', 'machine learning', 'pandas', 'style', 'mention']"
DevOps Engineer,"AWS, Docker, Kubernetes, top, attention",3-2 years,3,2,"['aws', 'docker', 'kubernetes', 'top', 'attention']"
Frontend Developer,"JavaScript, React, HTML/CSS, month, work",2-5 years,2,5,"['javascript', 'react', 'html/css', 'month', 'work']"
Frontend Developer,"JavaScript, React, HTML/CSS, argue, present",1-5 years,1,5,"['javascript', 'react', 'html/css', 'argue', 'present']"
DevOps Engineer,"AWS, Docker, Kubernetes, military, they",3-4 years,3,4,"['aws', 'docker', 'kubernetes', 'military', 'they']"
Frontend Developer,"JavaScript, React, HTML/CSS, sea, nice",2-6 years,2,6,"['javascript', 'react', 'html/css', 'sea', 'nice']"
Frontend Developer,"JavaScript, React, HTML/CSS, education, speak",1-5 years,1,5,"['javascript', 'react', 'html/css', 'education', 'speak']"
Frontend Developer,"JavaScript, React, HTML/CSS, artist, beyond",0-4 years,0,4,"['javascript', 'react', 'html/css', 'artist', 'beyond']"
Frontend Developer,"JavaScript, React, HTML/CSS, worker, even",5-8 years,5,8,"['javascript', 'react', 'html/css', 'worker', 'even']"
DevOps Engineer,"AWS, Docker, Kubernetes, property, body",0-9 years,0,9,"['aws', 'docker', 'kubernetes', 'property', 'body']"
Frontend Developer,"JavaScript, React, HTML/CSS, leave, town",0-10 years,0,10,"['javascript', 'react', 'html/css', 'leave', 'town']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, range, feeling",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'range', 'feeling']"
Frontend Developer,"JavaScript, React, HTML/CSS, situation, also",4-3 years,4,3,"['javascript', 'react', 'html/css', 'situation', 'also']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, wonder, send",0-3 years,0,3,"['python', 'sql', 'machine learning', 'pandas', 'wonder', 'send']"
DevOps Engineer,"AWS, Docker, Kubernetes, ahead, another",3-2 years,3,2,"['aws', 'docker', 'kubernetes', 'ahead', 'another']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, thought, across",3-5 years,3,5,"['python', 'sql', 'machine learning', 'pandas', 'thought', 'across']"
Frontend Developer,"JavaScript, React, HTML/CSS, air, far",3-2 years,3,2,"['javascript', 'react', 'html/css', 'air', 'far']"
Frontend Developer,"JavaScript, React, HTML/CSS, report, close",4-4 years,4,4,"['javascript', 'react', 'html/css', 'report', 'close']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, how, turn",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'how', 'turn']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, fire, film",0-2 years,0,2,"['python', 'sql', 'machine learning', 'pandas', 'fire', 'film']"
Frontend Developer,"JavaScript, React, HTML/CSS, nation, today",4-5 years,4,5,"['javascript', 'react', 'html/css', 'nation', 'today']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, difference, increase",3-2 years,3,2,"['python', 'sql', 'machine learning', 'pandas', 'difference', 'increase']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, hour, people",2-10 years,2,10,"['python', 'sql', 'machine learning', 'pandas', 'hour', 'people']"
Frontend Developer,"JavaScript, React, HTML/CSS, stuff, wrong",4-4 years,4,4,"['javascript', 'react', 'html/css', 'stuff', 'wrong']"
DevOps Engineer,"AWS, Docker, Kubernetes, last, ask",3-7 years,3,7,"['aws', 'docker', 'kubernetes', 'last', 'ask']"
Frontend Developer,"JavaScript, React, HTML/CSS, training, certain",5-2 years,5,2,"['javascript', 'react', 'html/css', 'training', 'certain']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, close, professional",4-10 years,4,10,"['python', 'sql', 'machine learning', 'pandas', 'close', 'professional']"
DevOps Engineer,"AWS, Docker, Kubernetes, partner, number",2-5 years,2,5,"['aws', 'docker', 'kubernetes', 'partner', 'number']"
Frontend Developer,"JavaScript, React, HTML/CSS, but, man",1-7 years,1,7,"['javascript', 'react', 'html/css', 'but', 'man']"
DevOps Engineer,"AWS, Docker, Kubernetes, lead, politics",3-4 years,3,4,"['aws', 'docker', 'kubernetes', 'lead', 'politics']"
DevOps Engineer,"AWS, Docker, Kubernetes, building, garden",0-10 years,0,10,"['aws', 'docker', 'kubernetes', 'building', 'garden']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, kind, alone",5-9 years,5,9,"['python', 'sql', 'machine learning', 'pandas', 'kind', 'alone']"
DevOps Engineer,"AWS, Docker, Kubernetes, evening, speak",5-2 years,5,2,"['aws', 'docker', 'kubernetes', 'evening', 'speak']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, fill, rich",4-9 years,4,9,"['python', 'sql', 'machine learning', 'pandas', 'fill', 'rich']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, opportunity, vote",0-5 years,0,5,"['python', 'sql', 'machine learning', 'pandas', 'opportunity', 'vote']"
Frontend Developer,"JavaScript, React, HTML/CSS, financial, attention",2-7 years,2,7,"['javascript', 'react', 'html/css', 'financial', 'attention']"
DevOps Engineer,"AWS, Docker, Kubernetes, remain, myself",4-7 years,4,7,"['aws', 'docker', 'kubernetes', 'remain', 'myself']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, less, her",3-5 years,3,5,"['python', 'sql', 'machine learning', 'pandas', 'less', 'her']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, space, us",4-3 years,4,3,"['python', 'sql', 'machine learning', 'pandas', 'space', 'us']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, health, remember",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'health', 'remember']"
DevOps Engineer,"AWS, Docker, Kubernetes, issue, above",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'issue', 'above']"
DevOps Engineer,"AWS, Docker, Kubernetes, take, four",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'take', 'four']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, quickly, reduce",4-9 years,4,9,"['python', 'sql', 'machine learning', 'pandas', 'quickly', 'reduce']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, street, civil",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'street', 'civil']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, degree, shoulder",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'degree', 'shoulder']"
DevOps Engineer,"AWS, Docker, Kubernetes, head, various",2-7 years,2,7,"['aws', 'docker', 'kubernetes', 'head', 'various']"
DevOps Engineer,"AWS, Docker, Kubernetes, continue, improve",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'continue', 'improve']"
Frontend Developer,"JavaScript, React, HTML/CSS, recent, debate",5-8 years,5,8,"['javascript', 'react', 'html/css', 'recent', 'debate']"
Frontend Developer,"JavaScript, React, HTML/CSS, deep, audience",2-4 years,2,4,"['javascript', 'react', 'html/css', 'deep', 'audience']"
DevOps Engineer,"AWS, Docker, Kubernetes, guy, indicate",3-2 years,3,2,"['aws', 'docker', 'kubernetes', 'guy', 'indicate']"
Frontend Developer,"JavaScript, React, HTML/CSS, figure, under",3-5 years,3,5,"['javascript', 'react', 'html/css', 'figure', 'under']"
Frontend Developer,"JavaScript, React, HTML/CSS, teach, lay",4-5 years,4,5,"['javascript', 'react', 'html/css', 'teach', 'lay']"
Frontend Developer,"JavaScript, React, HTML/CSS, until, positive",5-4 years,5,4,"['javascript', 'react', 'html/css', 'until', 'positive']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, last, resource",5-2 years,5,2,"['python', 'sql', 'machine learning', 'pandas', 'last', 'resource']"
Frontend Developer,"JavaScript, React, HTML/CSS, whom, method",4-10 years,4,10,"['javascript', 'react', 'html/css', 'whom', 'method']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, future, clear",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'future', 'clear']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, care, property",3-9 years,3,9,"['python', 'sql', 'machine learning', 'pandas', 'care', 'property']"
DevOps Engineer,"AWS, Docker, Kubernetes, big, before",2-8 years,2,8,"['aws', 'docker', 'kubernetes', 'big', 'before']"
Frontend Developer,"JavaScript, React, HTML/CSS, pick, energy",5-7 years,5,7,"['javascript', 'react', 'html/css', 'pick', 'energy']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, debate, send",3-9 years,3,9,"['python', 'sql', 'machine learning', 'pandas', 'debate', 'send']"
DevOps Engineer,"AWS, Docker, Kubernetes, natural, travel",2-3 years,2,3,"['aws', 'docker', 'kubernetes', 'natural', 'travel']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, write, measure",4-7 years,4,7,"['python', 'sql', 'machine learning', 'pandas', 'write', 'measure']"
Frontend Developer,"JavaScript, React, HTML/CSS, appear, suffer",5-6 years,5,6,"['javascript', 'react', 'html/css', 'appear', 'suffer']"
DevOps Engineer,"AWS, Docker, Kubernetes, always, scientist",0-2 years,0,2,"['aws', 'docker', 'kubernetes', 'always', 'scientist']"
Frontend Developer,"JavaScript, React, HTML/CSS, simple, himself",3-7 years,3,7,"['javascript', 'react', 'html/css', 'simple', 'himself']"
Frontend Developer,"JavaScript, React, HTML/CSS, them, perform",4-4 years,4,4,"['javascript', 'react', 'html/css', 'them', 'perform']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, early, anyone",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'early', 'anyone']"
DevOps Engineer,"AWS, Docker, Kubernetes, movement, return",0-10 years,0,10,"['aws', 'docker', 'kubernetes', 'movement', 'return']"
Frontend Developer,"JavaScript, React, HTML/CSS, tough, base",2-6 years,2,6,"['javascript', 'react', 'html/css', 'tough', 'base']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, more, also",4-2 years,4,2,"['python', 'sql', 'machine learning', 'pandas', 'more', 'also']"
DevOps Engineer,"AWS, Docker, Kubernetes, project, structure",1-2 years,1,2,"['aws', 'docker', 'kubernetes', 'project', 'structure']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, become, whether",0-9 years,0,9,"['python', 'sql', 'machine learning', 'pandas', 'become', 'whether']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, enough, stock",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'enough', 'stock']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, recently, bag",3-3 years,3,3,"['python', 'sql', 'machine learning', 'pandas', 'recently', 'bag']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, year, include",1-10 years,1,10,"['python', 'sql', 'machine learning', 'pandas', 'year', 'include']"
Frontend Developer,"JavaScript, React, HTML/CSS, lot, start",1-10 years,1,10,"['javascript', 'react', 'html/css', 'lot', 'start']"
DevOps Engineer,"AWS, Docker, Kubernetes, toward, father",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'toward', 'father']"
Frontend Developer,"JavaScript, React, HTML/CSS, nearly, cut",5-10 years,5,10,"['javascript', 'react', 'html/css', 'nearly', 'cut']"
Frontend Developer,"JavaScript, React, HTML/CSS, prevent, lawyer",4-5 years,4,5,"['javascript', 'react', 'html/css', 'prevent', 'lawyer']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, card, anything",1-4 years,1,4,"['python', 'sql', 'machine learning', 'pandas', 'card', 'anything']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, task, training",5-5 years,5,5,"['python', 'sql', 'machine learning', 'pandas', 'task', 'training']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, later, central",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'later', 'central']"
Frontend Developer,"JavaScript, React, HTML/CSS, young, word",4-6 years,4,6,"['javascript', 'react', 'html/css', 'young', 'word']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, federal, some",1-9 years,1,9,"['python', 'sql', 'machine learning', 'pandas', 'federal', 'some']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, subject, right",1-4 years,1,4,"['python', 'sql', 'machine learning', 'pandas', 'subject', 'right']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, certain, international",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'certain', 'international']"
Frontend Developer,"JavaScript, React, HTML/CSS, business, institution",0-3 years,0,3,"['javascript', 'react', 'html/css', 'business', 'institution']"
DevOps Engineer,"AWS, Docker, Kubernetes, enjoy, character",3-7 years,3,7,"['aws', 'docker', 'kubernetes', 'enjoy', 'character']"
Frontend Developer,"JavaScript, React, HTML/CSS, within, entire",2-10 years,2,10,"['javascript', 'react', 'html/css', 'within', 'entire']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, short, activity",2-6 years,2,6,"['python', 'sql', 'machine learning', 'pandas', 'short', 'activity']"
DevOps Engineer,"AWS, Docker, Kubernetes, smile, personal",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'smile', 'personal']"
Frontend Developer,"JavaScript, React, HTML/CSS, carry, reality",5-7 years,5,7,"['javascript', 'react', 'html/css', 'carry', 'reality']"
DevOps Engineer,"AWS, Docker, Kubernetes, my, evening",3-5 years,3,5,"['aws', 'docker', 'kubernetes', 'my', 'evening']"
DevOps Engineer,"AWS, Docker, Kubernetes, care, him",1-9 years,1,9,"['aws', 'docker', 'kubernetes', 'care', 'him']"
DevOps Engineer,"AWS, Docker, Kubernetes, sound, remain",5-4 years,5,4,"['aws', 'docker', 'kubernetes', 'sound', 'remain']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, describe, camera",1-6 years,1,6,"['python', 'sql', 'machine learning', 'pandas', 'describe', 'camera']"
DevOps Engineer,"AWS, Docker, Kubernetes, expert, ground",4-9 years,4,9,"['aws', 'docker', 'kubernetes', 'expert', 'ground']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, style, summer",5-5 years,5,5,"['python', 'sql', 'machine learning', 'pandas', 'style', 'summer']"
Frontend Developer,"JavaScript, React, HTML/CSS, official, life",0-8 years,0,8,"['javascript', 'react', 'html/css', 'official', 'life']"
DevOps Engineer,"AWS, Docker, Kubernetes, gun, ever",3-5 years,3,5,"['aws', 'docker', 'kubernetes', 'gun', 'ever']"
Frontend Developer,"JavaScript, React, HTML/CSS, sign, surface",4-3 years,4,3,"['javascript', 'react', 'html/css', 'sign', 'surface']"
Frontend Developer,"JavaScript, React, HTML/CSS, mind, water",2-10 years,2,10,"['javascript', 'react', 'html/css', 'mind', 'water']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, individual, perhaps",3-7 years,3,7,"['python', 'sql', 'machine learning', 'pandas', 'individual', 'perhaps']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, month, cause",0-10 years,0,10,"['python', 'sql', 'machine learning', 'pandas', 'month', 'cause']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, a, entire",0-5 years,0,5,"['python', 'sql', 'machine learning', 'pandas', 'a', 'entire']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, hour, article",3-10 years,3,10,"['python', 'sql', 'machine learning', 'pandas', 'hour', 'article']"
Frontend Developer,"JavaScript, React, HTML/CSS, final, throughout",2-8 years,2,8,"['javascript', 'react', 'html/css', 'final', 'throughout']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, say, between",2-2 years,2,2,"['python', 'sql', 'machine learning', 'pandas', 'say', 'between']"
Frontend Developer,"JavaScript, React, HTML/CSS, role, bit",3-7 years,3,7,"['javascript', 'react', 'html/css', 'role', 'bit']"
DevOps Engineer,"AWS, Docker, Kubernetes, field, fall",3-3 years,3,3,"['aws', 'docker', 'kubernetes', 'field', 'fall']"
DevOps Engineer,"AWS, Docker, Kubernetes, about, send",1-10 years,1,10,"['aws', 'docker', 'kubernetes', 'about', 'send']"
Frontend Developer,"JavaScript, React, HTML/CSS, team, across",3-6 years,3,6,"['javascript', 'react', 'html/css', 'team', 'across']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, hold, finally",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'hold', 'finally']"
DevOps Engineer,"AWS, Docker, Kubernetes, color, avoid",2-7 years,2,7,"['aws', 'docker', 'kubernetes', 'color', 'avoid']"
DevOps Engineer,"AWS, Docker, Kubernetes, morning, development",4-7 years,4,7,"['aws', 'docker', 'kubernetes', 'morning', 'development']"
Frontend Developer,"JavaScript, React, HTML/CSS, trial, dream",2-6 years,2,6,"['javascript', 'react', 'html/css', 'trial', 'dream']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, charge, foreign",5-4 years,5,4,"['python', 'sql', 'machine learning', 'pandas', 'charge', 'foreign']"
Frontend Developer,"JavaScript, React, HTML/CSS, building, best",2-5 years,2,5,"['javascript', 'react', 'html/css', 'building', 'best']"
DevOps Engineer,"AWS, Docker, Kubernetes, sort, cup",4-6 years,4,6,"['aws', 'docker', 'kubernetes', 'sort', 'cup']"
Frontend Developer,"JavaScript, React, HTML/CSS, since, color",5-8 years,5,8,"['javascript', 'react', 'html/css', 'since', 'color']"
DevOps Engineer,"AWS, Docker, Kubernetes, recognize, morning",2-10 years,2,10,"['aws', 'docker', 'kubernetes', 'recognize', 'morning']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, body, himself",4-10 years,4,10,"['python', 'sql', 'machine learning', 'pandas', 'body', 'himself']"
Frontend Developer,"JavaScript, React, HTML/CSS, either, future",3-7 years,3,7,"['javascript', 'react', 'html/css', 'either', 'future']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, strategy, image",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'strategy', 'image']"
DevOps Engineer,"AWS, Docker, Kubernetes, none, security",4-2 years,4,2,"['aws', 'docker', 'kubernetes', 'none', 'security']"
DevOps Engineer,"AWS, Docker, Kubernetes, soon, letter",3-8 years,3,8,"['aws', 'docker', 'kubernetes', 'soon', 'letter']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, draw, help",0-5 years,0,5,"['python', 'sql', 'machine learning', 'pandas', 'draw', 'help']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, television, must",0-10 years,0,10,"['python', 'sql', 'machine learning', 'pandas', 'television', 'must']"
Frontend Developer,"JavaScript, React, HTML/CSS, help, off",3-10 years,3,10,"['javascript', 'react', 'html/css', 'help', 'off']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, necessary, collection",3-4 years,3,4,"['python', 'sql', 'machine learning', 'pandas', 'necessary', 'collection']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, general, school",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'general', 'school']"
DevOps Engineer,"AWS, Docker, Kubernetes, kind, indicate",5-9 years,5,9,"['aws', 'docker', 'kubernetes', 'kind', 'indicate']"
Frontend Developer,"JavaScript, React, HTML/CSS, truth, ready",4-2 years,4,2,"['javascript', 'react', 'html/css', 'truth', 'ready']"
DevOps Engineer,"AWS, Docker, Kubernetes, weight, only",2-8 years,2,8,"['aws', 'docker', 'kubernetes', 'weight', 'only']"
Frontend Developer,"JavaScript, React, HTML/CSS, best, already",3-7 years,3,7,"['javascript', 'react', 'html/css', 'best', 'already']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, on, between",2-10 years,2,10,"['python', 'sql', 'machine learning', 'pandas', 'on', 'between']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, stock, family",5-8 years,5,8,"['python', 'sql', 'machine learning', 'pandas', 'stock', 'family']"
Frontend Developer,"JavaScript, React, HTML/CSS, whose, check",5-5 years,5,5,"['javascript', 'react', 'html/css', 'whose', 'check']"
Frontend Developer,"JavaScript, React, HTML/CSS, product, learn",3-4 years,3,4,"['javascript', 'react', 'html/css', 'product', 'learn']"
Frontend Developer,"JavaScript, React, HTML/CSS, do, why",0-8 years,0,8,"['javascript', 'react', 'html/css', 'do', 'why']"
Frontend Developer,"JavaScript, React, HTML/CSS, sea, weight",2-9 years,2,9,"['javascript', 'react', 'html/css', 'sea', 'weight']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, approach, when",1-3 years,1,3,"['python', 'sql', 'machine learning', 'pandas', 'approach', 'when']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, stuff, we",3-3 years,3,3,"['python', 'sql', 'machine learning', 'pandas', 'stuff', 'we']"
DevOps Engineer,"AWS, Docker, Kubernetes, stock, her",5-7 years,5,7,"['aws', 'docker', 'kubernetes', 'stock', 'her']"
DevOps Engineer,"AWS, Docker, Kubernetes, world, sound",4-3 years,4,3,"['aws', 'docker', 'kubernetes', 'world', 'sound']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, six, program",3-2 years,3,2,"['python', 'sql', 'machine learning', 'pandas', 'six', 'program']"
DevOps Engineer,"AWS, Docker, Kubernetes, fund, responsibility",4-6 years,4,6,"['aws', 'docker', 'kubernetes', 'fund', 'responsibility']"
Frontend Developer,"JavaScript, React, HTML/CSS, big, middle",2-8 years,2,8,"['javascript', 'react', 'html/css', 'big', 'middle']"
Frontend Developer,"JavaScript, React, HTML/CSS, finally, concern",0-7 years,0,7,"['javascript', 'react', 'html/css', 'finally', 'concern']"
DevOps Engineer,"AWS, Docker, Kubernetes, industry, on",0-7 years,0,7,"['aws', 'docker', 'kubernetes', 'industry', 'on']"
Frontend Developer,"JavaScript, React, HTML/CSS, your, commercial",4-9 years,4,9,"['javascript', 'react', 'html/css', 'your', 'commercial']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, activity, charge",4-4 years,4,4,"['python', 'sql', 'machine learning', 'pandas', 'activity', 'charge']"
Frontend Developer,"JavaScript, React, HTML/CSS, east, no",4-3 years,4,3,"['javascript', 'react', 'html/css', 'east', 'no']"
Frontend Developer,"JavaScript, React, HTML/CSS, hour, alone",1-8 years,1,8,"['javascript', 'react', 'html/css', 'hour', 'alone']"
DevOps Engineer,"AWS, Docker, Kubernetes, message, market",5-3 years,5,3,"['aws', 'docker', 'kubernetes', 'message', 'market']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, ready, specific",4-8 years,4,8,"['python', 'sql', 'machine learning', 'pandas', 'ready', 'specific']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, claim, base",4-5 years,4,5,"['python', 'sql', 'machine learning', 'pandas', 'claim', 'base']"
Frontend Developer,"JavaScript, React, HTML/CSS, tend, great",1-8 years,1,8,"['javascript', 'react', 'html/css', 'tend', 'great']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, peace, carry",1-7 years,1,7,"['python', 'sql', 'machine learning', 'pandas', 'peace', 'carry']"
DevOps Engineer,"AWS, Docker, Kubernetes, pressure, floor",4-10 years,4,10,"['aws', 'docker', 'kubernetes', 'pressure', 'floor']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, ability, cut",0-6 years,0,6,"['python', 'sql', 'machine learning', 'pandas', 'ability', 'cut']"
DevOps Engineer,"AWS, Docker, Kubernetes, want, visit",1-2 years,1,2,"['aws', 'docker', 'kubernetes', 'want', 'visit']"
DevOps Engineer,"AWS, Docker, Kubernetes, draw, beautiful",0-3 years,0,3,"['aws', 'docker', 'kubernetes', 'draw', 'beautiful']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, record, look",1-10 years,1,10,"['python', 'sql', 'machine learning', 'pandas', 'record', 'look']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, test, treat",3-10 years,3,10,"['python', 'sql', 'machine learning', 'pandas', 'test', 'treat']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, force, recognize",0-8 years,0,8,"['python', 'sql', 'machine learning', 'pandas', 'force', 'recognize']"
DevOps Engineer,"AWS, Docker, Kubernetes, lay, sport",5-6 years,5,6,"['aws', 'docker', 'kubernetes', 'lay', 'sport']"
Frontend Developer,"JavaScript, React, HTML/CSS, activity, financial",1-5 years,1,5,"['javascript', 'react', 'html/css', 'activity', 'financial']"
DevOps Engineer,"AWS, Docker, Kubernetes, health, dark",1-3 years,1,3,"['aws', 'docker', 'kubernetes', 'health', 'dark']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, ok, half",5-10 years,5,10,"['python', 'sql', 'machine learning', 'pandas', 'ok', 'half']"
DevOps Engineer,"AWS, Docker, Kubernetes, billion, item",4-7 years,4,7,"['aws', 'docker', 'kubernetes', 'billion', 'item']"
DevOps Engineer,"AWS, Docker, Kubernetes, crime, radio",2-6 years,2,6,"['aws', 'docker', 'kubernetes', 'crime', 'radio']"
DevOps Engineer,"AWS, Docker, Kubernetes, machine, American",1-4 years,1,4,"['aws', 'docker', 'kubernetes', 'machine', 'american']"
DevOps Engineer,"AWS, Docker, Kubernetes, time, win",1-2 years,1,2,"['aws', 'docker', 'kubernetes', 'time', 'win']"
Frontend Developer,"JavaScript, React, HTML/CSS, beautiful, ok",2-4 years,2,4,"['javascript', 'react', 'html/css', 'beautiful', 'ok']"
Frontend Developer,"JavaScript, React, HTML/CSS, industry, nor",0-6 years,0,6,"['javascript', 'react', 'html/css', 'industry', 'nor']"
Frontend Developer,"JavaScript, React, HTML/CSS, something, think",3-10 years,3,10,"['javascript', 'react', 'html/css', 'something', 'think']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, feel, cell",2-7 years,2,7,"['python', 'sql', 'machine learning', 'pandas', 'feel', 'cell']"
DevOps Engineer,"AWS, Docker, Kubernetes, picture, save",1-4 years,1,4,"['aws', 'docker', 'kubernetes', 'picture', 'save']"
DevOps Engineer,"AWS, Docker, Kubernetes, either, project",1-3 years,1,3,"['aws', 'docker', 'kubernetes', 'either', 'project']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, girl, large",0-4 years,0,4,"['python', 'sql', 'machine learning', 'pandas', 'girl', 'large']"
DevOps Engineer,"AWS, Docker, Kubernetes, address, kind",0-5 years,0,5,"['aws', 'docker', 'kubernetes', 'address', 'kind']"
Data Scientist,"Python, SQL, Machine Learning, Pandas, strategy, maintain",3-9 years,3,9,"['python', 'sql', 'machine learning', 'pandas', 'strategy', 'maintain']"
DevOps Engineer,"AWS, Docker, Kubernetes, toward, gas",5-3 years,5,3,"['aws', 'docker', 'kubernetes', 'toward', 'gas']"
